"#",Jurisdiction,Lens ID,Publication Date,Application Number,Application Date,Title,Applicants,Owners,Cites Patent Count,Cited by Patent Count,CPC Classifications,IPCR Classifications,US Classifications
2927,US,073-441-230-255-597,2019-10-08,US 201515525264 A,2015-10-29,Aqueous dispersion and laminate,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2017-02-14),12,2,C09J123/0869;;B32B5/022;;B32B7/12;;B32B15/20;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/308;;B32B27/32;;B32B27/34;;B32B27/36;;B32B27/365;;B32B29/00;;B32B2250/24;;B32B2255/06;;B32B2255/10;;B32B2255/205;;B32B2255/26;;B32B2439/70;;C08L2201/54;;C09J123/0869;;B32B7/12;;B32B27/08;;B32B27/28;;B32B27/30;;B32B27/304;;B32B27/308;;C08L23/08;;C08L33/04;;C09J7/20;;C09J7/29;;C09J123/00;;C09J123/08;;C09J133/06,C09J123/08;;B32B7/12;;B32B27/08;;B32B27/28;;B32B27/30;;C08L23/08;;C08L33/04;;C09J7/20;;C09J7/29;;C09J123/00;;C09J133/06,
2928,EP,026-150-409-851-829,2010-01-20,EP 08011054 A,2003-09-24,"Ink jet recording ink composition, and recording method and recorded matter using same",SEIKO EPSON CORP;;MITSUI CHEMICALS INC,,4,0,C09D11/30;;C09D11/322;;C09D11/30;;C09D11/322,B41J2/01;;B41M5/00;;C09D11/00;;C09D11/322,
2929,EP,055-088-531-357-709,2004-05-19,EP 03021627 A,2003-09-25,Metal laminate,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2004-12-01)",1,0,B32B27/34;;B32B15/08;;C08G73/12;;C08G73/123;;C08G73/124;;C08G73/125;;C08G73/126;;C08L79/085;;H05K1/0346;;H05K2201/0154;;Y10T428/31678;;Y10T428/31721;;B32B27/34;;B32B15/08;;C08G73/12;;C08G73/123;;C08G73/124;;C08G73/125;;C08G73/126;;C08L79/085;;H05K1/0346;;H05K2201/0154;;Y10T428/31678;;Y10T428/31721,B32B15/08;;B32B27/34;;C08G73/12;;C08L79/08;;H05K1/03,
2930,EP,190-303-978-574-252,1998-02-25,EP 97119010 A,1995-07-07,Non-aqueous electrolytic solutions and non-aqueous electrolyte cells comprising the same,MITSUI CHEMICALS INC;;SONY CORP,,0,17,H01M10/0567;;H01M6/164;;H01M10/052;;Y02E60/10;;H01M10/0567;;H01M6/164;;H01M10/052,H01M6/16;;H01M10/052;;H01M10/0567,
2931,US,006-534-459-554-395,2018-01-23,US 201314399111 A,2013-04-25,Three-component mixing apparatus and three-component mixing adhesive kit,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2014-10-20),66,8,A61B17/00491;;A61B2017/00495;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F33/50112;;A61B17/00491;;A61B2017/00495;;B01F35/7131;;B01F35/7163;;B01F35/7174;;B01F35/718;;B01F2101/19;;B01F2101/22;;B01F35/7174;;A61B17/00491;;A61B2017/00495;;B01F23/50;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F2101/19;;B01F2101/22,B01F15/02;;A61B17/00;;B01F3/12;;B01F13/00,
2932,US,070-085-296-066-265,2013-02-21,US 201113579760 A,2011-02-18,SEALED FUNCTION ELEMENT,MITSUI CHEMICALS TOHCELLO INC;;NAKAMURA OSAMU,MITSUI CHEMICALS TOHCELLO INC (2012-08-06),3,2,G02F1/1339;;Y10T428/239;;H10K59/874;;G02F1/1339;;H10K59/874;;Y10T428/239;;G02F1/1339;;H10K50/844;;H10K59/874,H05B33/04;;B32B3/08;;B32B17/10,428/76
2933,US,063-381-324-409-935,2005-07-12,US 44801603 A,2003-05-30,Binder resin for toner and toner,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2003-08-21),6,4,G03G9/08788;;C08L53/00;;C08L67/00;;C08L75/06;;G03G9/08704;;G03G9/08708;;G03G9/08755;;G03G9/08764;;G03G9/087;;G03G9/08788;;C08L53/00;;C08L67/00;;C08L75/06;;G03G9/08704;;G03G9/08708;;G03G9/08755;;G03G9/08764,G03G9/087;;C08L53/00;;C08L67/00;;C08L75/06,430/109.3;;430/109.4;;430/109.5
2934,EP,099-119-063-917-36X,2017-08-16,EP 13797259 A,2013-04-25,THREE-COMPONENT MIXING APPARATUS AND METHOD AND THREE-COMPONENT MIXING ADHESIVE KIT,MITSUI CHEMICALS INC,,6,0,A61B17/00491;;A61B2017/00495;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F33/50112;;A61B17/00491;;A61B2017/00495;;B01F35/7131;;B01F35/7163;;B01F35/7174;;B01F35/718;;B01F2101/19;;B01F2101/22;;B01F35/7174;;A61B17/00491;;A61B2017/00495;;B01F23/50;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F2101/19;;B01F2101/22,B01F13/00;;A61B17/00;;A61J3/00;;B01F15/02,
2935,EP,108-316-500-781-227,2002-10-02,EP 02006625 A,2002-03-25,Rubber compositions and their uses,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2004-12-01)",3,5,C08K5/098;;C08K3/34;;C08K3/36;;C08K5/14;;C08L23/16;;C08K3/34;;C08K5/098;;C08K3/34;;C08K3/36;;C08K5/14,C08L23/16;;C08K3/34;;C08K3/36;;C08K5/098;;C08K5/14,
2936,US,124-218-784-289-066,2005-09-13,US 10370402 A,2002-03-25,Rubber compositions and their uses,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2002-03-04),18,10,C08K5/098;;C08K3/34;;C08K3/36;;C08K5/14;;C08L23/16;;C08K3/34;;C08K5/098;;C08K3/34;;C08K3/36;;C08K5/14,C08L23/16;;C08K3/34;;C08K3/36;;C08K5/098;;C08K5/14,525/331.7;;525/331.8;;525/332.5;;523/212;;524/94;;524/397;;524/492
2937,WO,005-589-091-681-282,2003-10-09,JP 0303970 W,2003-03-28,LACTIC ACID-BASED RESIN COMPOSITION,MITSUI CHEMICALS INC;;MITSUI DU PONT POLYCHEMICAL;;OBUCHI SHOJI;;MAKI NOBUYUKI;;TACHINO HITOSHI,,1,0,B32B27/10;;B32B27/36;;B32B29/00;;C08J5/18;;C08J2367/04;;C08L23/0869;;C08L23/0876;;C08L67/04;;C08L67/04;;C08L23/06;;B32B27/10;;B32B27/36;;B32B29/00;;B32B37/153;;B32B2307/7145;;B32B2307/7163;;C08J5/18;;C08J2367/04;;C08L23/0869;;C08L23/0876;;C08L67/04,B32B27/10;;B32B27/36;;B32B29/00;;C08J5/18;;C08L23/08;;C08L67/04,
2938,US,118-319-182-525-602,2002-10-01,US 66660400 A,2000-09-20,"4-methyl-1-pentene polymer compositions, and the laminates and adhesives using the compositions",MITSUI CHEMICALS INC,,6,0,B32B27/32;;C08F255/08;;C08L23/20;;C08L51/06;;C08L2205/02;;C08L2666/02;;C08L2666/04;;C08L2666/24;;C09J123/20;;C09J151/06;;Y10T428/31645;;Y10T428/31692;;Y10T428/31855;;B32B27/08;;B32B27/306;;B32B27/32;;B32B27/34;;B32B2377/00;;B32B2439/00;;B32B2457/08;;C08F255/08;;C08L23/20;;C08L51/06;;C08L2205/02;;C08L2666/02;;C08L2666/04;;C08L2666/24;;C09J123/20;;C09J151/06;;Y10T428/31645;;Y10T428/31692;;Y10T428/31855,B32B27/32;;C08F255/08;;C08L23/20;;C08L51/06;;C09J123/20;;C09J151/06,525/78;;428/441;;428/461;;428/500;;525/71;;525/74;;525/88;;525/240
2939,EP,158-436-852-320-715,2002-04-17,EP 01124159 A,2001-10-10,A toner binder for electrophotography and toner for electrophotography,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2004-12-01)",0,14,G03G9/08753;;G03G9/0821;;G03G9/08704;;G03G9/08711;;G03G9/08722;;G03G9/08791;;G03G9/08793;;G03G9/08795;;G03G9/08797;;G03G9/087;;G03G9/08753;;G03G9/0821;;G03G9/08704;;G03G9/08711;;G03G9/08722;;G03G9/08791;;G03G9/08793;;G03G9/08795;;G03G9/08797,G03G9/08;;G03G9/087,
2940,EP,009-054-539-963-208,2010-04-28,EP 03715592 A,2003-03-28,LACTIC ACID-BASED RESIN COMPOSITION,MITSUI CHEMICALS INC;;MITSUI DU PONT POLYCHEMICAL,"MITSUI CHEMICALS, INC. (2010-04-21);;DU PONT-MITSUI POLYCHEMICALS CO., LTD. (2010-04-21)",3,1,B32B27/10;;B32B27/36;;B32B29/00;;C08J5/18;;C08J2367/04;;C08L23/0869;;C08L23/0876;;C08L67/04;;C08L67/04;;C08L23/06;;B32B27/10;;B32B27/36;;B32B29/00;;B32B37/153;;B32B2307/7145;;B32B2307/7163;;C08J5/18;;C08J2367/04;;C08L23/0869;;C08L23/0876;;C08L67/04,C08L67/04;;B32B27/10;;B32B27/36;;B32B29/00;;C08J5/18;;C08L23/08;;C08L23/26;;C08L33/02,
2941,EP,072-519-190-763-730,2015-04-08,EP 13797259 A,2013-04-25,THREE-COMPONENT MIXING APPARATUS AND METHOD AND THREE-COMPONENT MIXING ADHESIVE KIT,MITSUI CHEMICALS INC,,0,7,A61B17/00491;;A61B2017/00495;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F33/50112;;A61B17/00491;;A61B2017/00495;;B01F35/7131;;B01F35/7163;;B01F35/7174;;B01F35/718;;B01F2101/19;;B01F2101/22;;B01F35/7174;;A61B17/00491;;A61B2017/00495;;B01F23/50;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F2101/19;;B01F2101/22,B01F13/00;;A61B17/00;;A61J3/00;;B01F15/02,
2942,US,009-525-415-316-533,2015-04-30,US 201314399111 A,2013-04-25,THREE-COMPONENT MIXING APPARATUS AND THREE-COMPONENT MIXING ADHESIVE KIT,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2014-10-20),16,8,A61B17/00491;;A61B2017/00495;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F33/50112;;A61B17/00491;;A61B2017/00495;;B01F35/7131;;B01F35/7163;;B01F35/7174;;B01F35/718;;B01F2101/19;;B01F2101/22;;B01F35/7174;;A61B17/00491;;A61B2017/00495;;B01F23/50;;B01F33/50112;;B01F35/7131;;B01F35/7163;;B01F35/718;;B01F2101/19;;B01F2101/22,B01F15/02;;B01F3/12;;B01F13/00,366/176.3
2943,US,118-894-632-752-070,2023-05-11,US 202117913570 A,2021-03-18,LITHIUM SECONDARY BATTERY,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2022-08-26),0,0,H01M10/0567;;H01M10/0569;;H01M4/525;;H01M4/587;;H01M4/131;;Y02E60/10;;H01M4/623;;H01M10/0525;;H01M10/0568;;H01M2004/028;;H01M2300/004;;H01M2300/0025;;H01M4/0404;;H01M4/505;;H01M4/525;;H01M4/583;;H01M4/623;;H01M10/052;;H01M10/0568;;H01M10/0569;;H01M2004/027;;H01M2004/028;;H01M2300/004;;H01M2300/0051,H01M10/0569;;H01M4/04;;H01M4/505;;H01M4/525;;H01M4/583;;H01M4/62;;H01M10/052;;H01M10/0568,
2944,EP,159-734-892-499-811,2012-12-26,EP 11744751 A,2011-02-18,SEALED FUNCTIONAL ELEMENT,MITSUI CHEMICALS TOHCELLO INC,,0,0,G02F1/1339;;Y10T428/239;;H10K59/874;;G02F1/1339;;H10K59/874;;Y10T428/239;;G02F1/1339;;H10K50/844;;H10K59/874,H05B33/04;;G02F1/1333;;G02F1/1339;;H01L31/042;;H01L51/50;;H05B33/02,
2945,US,105-593-362-975-563,2018-10-04,US 201515525264 A,2015-10-29,AQUEOUS DISPERSION AND LAMINATE,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2017-02-14),3,4,C09J123/0869;;B32B5/022;;B32B7/12;;B32B15/20;;B32B27/302;;B32B27/304;;B32B27/306;;B32B27/308;;B32B27/32;;B32B27/34;;B32B27/36;;B32B27/365;;B32B29/00;;B32B2250/24;;B32B2255/06;;B32B2255/10;;B32B2255/205;;B32B2255/26;;B32B2439/70;;C08L2201/54;;C09J123/0869;;B32B7/12;;B32B27/08;;B32B27/28;;B32B27/30;;B32B27/304;;B32B27/308;;C08L23/08;;C08L33/04;;C09J7/20;;C09J7/29;;C09J123/00;;C09J123/08;;C09J133/06,C09J123/08;;B32B7/12;;B32B27/08;;B32B27/28;;B32B27/30;;C09J7/20;;C09J7/29,
2946,EP,063-602-036-484-398,2002-04-03,EP 94118058 A,1994-11-15,Degradable aliphatic polyester formed products,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (1998-05-20)",0,1,B32B27/10;;B32B27/36;;C08G63/16;;C08G63/60;;C08G63/81;;C08L67/00;;C08L67/02;;C08L2201/06;;D04H1/4258;;D04H1/435;;Y10T428/24355;;Y10T428/249921;;Y10T428/2913;;Y10T428/3179;;C08G63/199;;C08G63/137;;B32B27/12;;B32B5/022;;B32B27/10;;B32B27/36;;B32B2307/716;;C08G63/16;;C08G63/60;;C08G63/81;;C08L67/00;;C08L67/02;;C08L2201/06;;D04H1/4258;;D04H1/435;;Y10T428/24355;;Y10T428/249921;;Y10T428/2913;;Y10T428/3179,B32B27/10;;B32B27/36;;C08G63/16;;C08G63/60;;C08G63/81;;C08L67/00;;C08L67/02;;D04H1/42;;D04H13/00;;D06N7/04,
2947,EP,034-765-980-427-024,2020-05-27,EP 18835150 A,2018-07-09,METHOD FOR MANUFACTURING ELECTRONIC DEVICE,MITSUI CHEMICALS TOHCELLO INC,,0,0,H01L21/6836;;H01L21/561;;H01L21/568;;H01L23/552;;H01L24/11;;H01L24/13;;H01L24/16;;H01L2221/68327;;H01L2221/68336;;H01L2221/6834;;H01L2221/68386;;H01L2224/1132;;H01L2224/1134;;H01L2224/1146;;H01L2224/13111;;H01L2224/13113;;H01L2224/13116;;H01L2224/13139;;H01L2224/13144;;H01L2224/13147;;H01L2224/16227;;H01L2224/81191;;H01L2224/94;;H01L23/552;;H01L23/293;;H01L23/3142;;H01L23/49816;;H01L23/552;;H01L24/83;;H01L2224/8385;;H05K9/0081,H01L21/301;;H01L23/00;;H05K9/00,
2948,EP,109-597-687-952-339,2023-02-08,EP 21782112 A,2021-03-30,THERMOPLASTIC ELASTOMER COMPOSITION AND MOLDED BODY OF SAME,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2023-05-03)",0,0,C08K3/34;;C08L23/16;;C08L2207/04;;C08K3/26;;C08K2003/265;;C08L23/0815;;C08L23/083;;C08L23/10;;C08K3/013;;C08K3/26;;C08K3/34;;C08K2003/265;;C08L23/0815;;C08L23/083,C08L23/10;;C08K3/013;;C08K3/34;;C08L23/16,
2949,US,101-547-187-972-003,2010-03-04,US 44921508 A,2008-02-01,water-based amino resin and water-based thermosetting resin composition containing the same,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2009-04-09),1,0,C09D161/34;;C08G14/06;;C08G12/02;;C08G12/06;;C08L61/20;;C09D161/20;;C09D161/34;;C08G14/06,C08L61/22;;C08G12/06,524/597;;528/269
2950,EP,139-046-519-109-26X,1998-09-16,EP 96111402 A,1988-12-23,Sublimation thermal-transfer printing,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (1998-06-24)",4,0,B41M5/3852;;C09B1/22;;C09B1/503;;C09B1/545;;C09B1/50,B41M5/385;;C09B1/22;;C09B1/50;;C09B1/503;;C09B1/54;;C09D11/00;;D06P5/13,
2951,US,126-417-668-362-865,2008-06-05,US 66782705 A,2005-11-11,"Laminate Comprising Multilayer Film Assembled By Hydrogen Bond, Self-Supported Thin Film Obtained Therefrom, and Production Method and Application of the Same",CT NAT DE LA RACHERCHE SCIENT;;MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2007-02-14);;CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE (2007-02-14),3,7,C12N5/0068;;C12N11/00;;C12N2533/40;;Y10T428/1352;;Y10T428/265;;B32B27/00;;C12N5/0068;;C12N11/00;;C12N2533/40;;Y10T428/1352;;Y10T428/265,B32B5/02;;B05D3/12;;B29D22/00;;C12N5/07;;C12N5/071;;C23C16/00,428/35.7;;428/336;;427/248.1;;427/240
2952,EP,155-090-650-980-606,2013-10-02,EP 07827957 A,2007-10-29,"RESIN COMPOSITION FOR TONER, AND TONER USING THE RESIN COMPOSITION",MITSUI CHEMICALS INC,,11,0,C08G18/62;;C08G18/0895;;C08G18/6229;;C08G18/7621;;G03G9/08711;;G03G9/08782;;G03G9/08793;;G03G9/08795;;Y10S525/91;;Y10S525/941;;G03G9/08;;C08L75/04;;G03G9/087;;C08G18/62;;C08G18/0895;;C08G18/6229;;C08G18/7621;;G03G9/08711;;G03G9/08782;;G03G9/08793;;G03G9/08795;;Y10S525/91;;Y10S525/941,G03G9/087;;C08G18/62;;C08L75/04;;C08L91/06;;G03G9/08,
2953,EP,179-694-337-567-880,2006-06-28,EP 98105653 A,1998-03-27,Ink-composition for ink jet recording,SEIKO EPSON CORP;;MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (2004-12-01);;SEIKO EPSON CORPORATION (2004-12-01)",3,0,C09D11/30;;C08F8/44;;C09D11/30;;C08F8/44,C09D11/00;;C08F8/44,
2954,US,072-745-759-502-152,2020-02-13,US 201716342649 A,2017-10-12,"DENTAL COUPLING MEMBER, MOUTHPIECE, AND ORTHODONTIC TOOL",MITSUI CHEMICALS INC;;TAKASHIMA SANGYO CO LTD,MITSUI CHEMICALS INC (2019-02-15);;TAKASHIMA SANGYO CO. LTD (2019-02-15),0,8,A61C7/36;;A61C7/10;;A61F5/56;;A61C7/36;;A61C7/08;;A61C7/10,A61C7/36;;A61C7/08,
2955,EP,199-329-928-111-914,1999-05-19,EP 91115553 A,1991-09-13,Polymer composition and its use,MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (1998-09-01)",5,0,D06N7/0076;;C08K3/013;;D06N2203/042;;D06N2209/1628;;Y10T428/23979;;Y10T428/23993;;D06N7/0076;;C08K3/013;;D06N2203/042;;D06N2209/1628;;Y10T428/23979;;Y10T428/23993,C08J5/18;;C08K3/00;;C08K5/01;;C08L23/20;;C08L91/00;;D06N7/00,
2956,US,079-912-746-572-370,2018-08-14,US 201414892385 A,2014-05-14,"Porous metal oxide particles, production method thereof and application thereof",MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2015-10-15),16,0,C08K7/24;;C01B13/32;;C01B33/12;;C01B37/02;;C01P2004/04;;C01P2004/32;;C01P2004/45;;C01P2004/52;;C01P2004/62;;C01P2004/64;;C01P2006/12;;C01P2006/17;;C08L101/00;;C09D7/40;;C09D7/61;;C09D7/66;;C09D11/00;;C09D11/037;;C09D201/00;;A61K9/14;;C01B13/32;;C01B33/12;;C01B37/02;;C01P2004/04;;C01P2004/32;;C01P2004/45;;C01P2004/52;;C01P2004/62;;C01P2004/64;;C01P2006/12;;C01P2006/16;;C01P2006/17;;C08K7/24;;C08K7/26;;C08L101/00;;C09D7/40;;C09D7/61;;C09D7/66;;C09D11/00;;C09D11/037;;C09D201/00;;F16L59/028,A61K9/14;;C01B13/32;;C01B33/12;;C01B37/02;;C08K7/24;;C08K7/26;;C08L101/00;;C09D7/40;;C09D11/00;;C09D11/037;;C09D201/00;;F16L59/02,
2957,EP,193-777-643-881-342,2019-06-26,EP 17856010 A,2017-09-22,"PIEZOELECTRIC SUBSTRATE ATTACHMENT STRUCTURE, SENSOR MODULE, MOVING BODY, AND PROTECTING BODY",MITSUI CHEMICALS INC,,0,0,G01L1/16;;G01L1/26;;H10N30/60;;H10N30/88;;H10N30/302;;H10N30/857;;A41D1/005;;A41D13/065;;F16F7/00;;F16F2230/0047;;F16F2230/08;;G01L1/16;;H10N30/60;;H10N30/302;;H10N30/857;;H10N30/883,G01L1/16;;H10N30/30;;H10N30/60;;H10N30/857;;H10N30/88,
2958,US,031-703-543-716-79X,2022-05-05,US 202217573689 A,2022-01-12,"DENTAL COUPLING MEMBER, MOUTHPIECE, AND ORTHODONTIC TOOL",MITSUI CHEMICALS INC;;TAKASHIMA SANGYO CO LTD,,3,0,A61C7/36;;A61C7/10;;A61F5/56;;A61C7/36;;A61C7/08;;A61C7/10,A61C7/36;;A61C7/08,
2959,US,115-970-256-548-625,2022-02-22,US 201716342649 A,2017-10-12,"Dental coupling member, mouthpiece, and orthodontic tool",MITSUI CHEMICALS INC;;TAKASHIMA SANGYO CO LTD,MITSUI CHEMICALS INC (2019-02-15);;TAKASHIMA SANGYO CO. LTD (2019-02-15),23,0,A61C7/36;;A61C7/10;;A61F5/56;;A61C7/36;;A61C7/08;;A61C7/10,A61C7/36;;A61C7/08;;A61C7/10,
2960,EP,027-521-885-409-587,2025-01-01,EP 23780083 A,2023-03-23,"SPUN-BOND NON-WOVEN FABRIC, HYGIENIC MATERIAL, AND METHOD FOR PRODUCING SPUN-BOND NON-WOVEN FABRIC",MITSUI CHEMICALS ASAHI LIFE MAT CO LTD,,0,0,A61F13/511;;D01F6/46;;D01F8/06;;D01F8/16;;D04H3/007;;D04H3/009;;D04H3/147;;D04H3/16;;D01D5/0985;;D04H3/007;;D04H3/009;;D04H3/147;;D04H3/16;;D01F6/46;;D01F8/06;;D01F8/16;;A61F13/511,D01F6/46;;D04H3/16;;D01F8/06;;D01F8/16;;D04H3/007;;D04H3/009;;D04H3/147,
2961,EP,036-440-914-252-497,2016-03-30,EP 14801195 A,2014-05-14,"POROUS METAL OXIDE PARTICLES, PRODUCTION METHOD THEREOF AND APPLICATION THEREOF",MITSUI CHEMICALS INC,,0,0,C08K7/24;;C01B13/32;;C01B33/12;;C01B37/02;;C01P2004/04;;C01P2004/32;;C01P2004/45;;C01P2004/52;;C01P2004/62;;C01P2004/64;;C01P2006/12;;C01P2006/17;;C08L101/00;;C09D7/40;;C09D7/61;;C09D7/66;;C09D11/00;;C09D11/037;;C09D201/00;;A61K9/14;;C01B13/32;;C01B33/12;;C01B37/02;;C01P2004/04;;C01P2004/32;;C01P2004/45;;C01P2004/52;;C01P2004/62;;C01P2004/64;;C01P2006/12;;C01P2006/16;;C01P2006/17;;C08K7/24;;C08K7/26;;C08L101/00;;C09D7/40;;C09D7/61;;C09D7/66;;C09D11/00;;C09D11/037;;C09D201/00;;F16L59/028,C01B37/00;;C08K7/24;;C08K7/26;;C08L101/00;;C09D11/00;;C09D201/00,
2962,EP,156-262-336-147-960,1998-05-20,EP 94305168 A,1994-07-14,"Higher alpha-olefin copolymer, process for the preparation of the same, rubber composition comprising the same, and rubber molded product comprising the same",MITSUI CHEMICALS INC,"MITSUI CHEMICALS, INC. (1998-05-13)",8,0,C08F210/14;;B60C1/00;;C08L23/18;;C08F210/14;;C08F4/642;;C08F4/6465;;C08F4/6543;;C08F212/06;;C08F236/20;;C08L23/18;;C08F210/14;;B60C1/00;;C08L23/18,B60C1/00;;C08F210/00;;C08F210/14;;C08L23/18,
2963,US,045-584-535-767-49X,2010-01-07,US 31054507 A,2007-08-29,Polyolefin polymer containing vinyl groups at both ends and composition thereof,MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2008-10-23),7,17,C08L23/02;;B32B1/00;;B32B1/08;;B32B25/08;;B32B25/20;;B32B27/08;;B32B27/18;;B32B27/281;;B32B27/302;;B32B27/308;;B32B27/32;;B32B27/34;;B32B27/36;;B32B2264/025;;B32B2264/10;;B32B2264/104;;B32B2270/00;;B32B2307/54;;B32B2307/724;;B32B2419/00;;B32B2535/00;;B32B2553/00;;B32B2605/00;;C08F4/65912;;C08F4/65927;;C08F8/42;;C08F8/50;;C08F210/00;;C08F210/02;;C08F210/06;;C08F210/16;;C08F210/18;;C08K5/14;;C08L9/00;;C08L21/00;;C08L23/04;;C08L23/0823;;C08L23/10;;C08L23/16;;C08L23/20;;Y10S525/938;;Y10T428/31938;;C08L23/02;;B32B1/00;;B32B1/08;;B32B25/08;;B32B25/20;;B32B27/08;;B32B27/18;;B32B27/281;;B32B27/302;;B32B27/308;;B32B27/32;;B32B27/34;;B32B27/36;;B32B2264/025;;B32B2264/10;;B32B2264/104;;B32B2270/00;;B32B2307/54;;B32B2307/724;;B32B2419/00;;B32B2535/00;;B32B2553/00;;B32B2605/00;;C08F4/65912;;C08F4/65927;;C08F8/42;;C08F8/50;;C08F210/00;;C08F210/02;;C08F210/06;;C08F210/16;;C08F210/18;;C08K5/14;;C08L9/00;;C08L21/00;;C08L23/04;;C08L23/0823;;C08L23/10;;C08L23/16;;C08L23/20;;Y10S525/938;;Y10T428/31938,C08L23/00;;C08F232/08;;C08F236/06,525/55;;526/339;;526/281
2964,EP,080-731-045-781-228,2021-01-27,EP 17856010 A,2017-09-22,"PIEZOELECTRIC SUBSTRATE ATTACHMENT STRUCTURE, SENSOR MODULE, MOVING BODY, AND PROTECTING BODY",MITSUI CHEMICALS INC,,9,0,G01L1/16;;G01L1/26;;H10N30/60;;H10N30/88;;H10N30/302;;H10N30/857;;A41D1/005;;A41D13/065;;F16F7/00;;F16F2230/0047;;F16F2230/08;;G01L1/16;;H10N30/60;;H10N30/302;;H10N30/857;;H10N30/883,G01L1/16;;G01L1/26;;H10N30/30;;H10N30/60;;H10N30/857;;H10N30/88,
2965,US,070-368-349-458-423,2012-05-29,US 31054507 A,2007-08-29,Polyolefin polymer containing vinyl groups at both ends and composition thereof,IKENAGA SHIGENOBU;;OKADA KEIJI;;SHIMOKAWATOKO YOSHIKI;;MATSUDA AKIHIRO;;MATSUI SHIGEKAZU;;ENNA MASAHIRO;;MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2008-10-23),16,11,C08L23/02;;B32B1/00;;B32B1/08;;B32B25/08;;B32B25/20;;B32B27/08;;B32B27/18;;B32B27/281;;B32B27/302;;B32B27/308;;B32B27/32;;B32B27/34;;B32B27/36;;B32B2264/025;;B32B2264/10;;B32B2264/104;;B32B2270/00;;B32B2307/54;;B32B2307/724;;B32B2419/00;;B32B2535/00;;B32B2553/00;;B32B2605/00;;C08F4/65912;;C08F4/65927;;C08F8/42;;C08F8/50;;C08F210/00;;C08F210/02;;C08F210/06;;C08F210/16;;C08F210/18;;C08K5/14;;C08L9/00;;C08L21/00;;C08L23/04;;C08L23/0823;;C08L23/10;;C08L23/16;;C08L23/20;;Y10S525/938;;Y10T428/31938;;C08L23/02;;B32B1/00;;B32B1/08;;B32B25/08;;B32B25/20;;B32B27/08;;B32B27/18;;B32B27/281;;B32B27/302;;B32B27/308;;B32B27/32;;B32B27/34;;B32B27/36;;B32B2264/025;;B32B2264/10;;B32B2264/104;;B32B2270/00;;B32B2307/54;;B32B2307/724;;B32B2419/00;;B32B2535/00;;B32B2553/00;;B32B2605/00;;C08F4/65912;;C08F4/65927;;C08F8/42;;C08F8/50;;C08F210/00;;C08F210/02;;C08F210/06;;C08F210/16;;C08F210/18;;C08K5/14;;C08L9/00;;C08L21/00;;C08L23/04;;C08L23/0823;;C08L23/10;;C08L23/16;;C08L23/20;;Y10S525/938;;Y10T428/31938,C08F8/50;;C08F4/642;;C08F210/06;;C08L23/26,525/245;;525/105;;525/106;;525/210;;525/216;;525/324;;525/938;;526/281;;526/308;;526/339;;428/523
2966,US,020-959-591-384-865,2023-05-09,US 201716335564 A,2017-09-22,"Piezoelectric substrate attachment structure, sensor module, moving body, and protection body",MITSUI CHEMICALS INC,MITSUI CHEMICALS INC (2018-11-09),16,0,G01L1/16;;G01L1/26;;H10N30/60;;H10N30/88;;H10N30/302;;H10N30/857;;A41D1/005;;A41D13/065;;F16F7/00;;F16F2230/0047;;F16F2230/08;;G01L1/16;;H10N30/60;;H10N30/302;;H10N30/857;;H10N30/883,A41D1/00;;A41D13/06;;F16F7/00;;G01L1/16;;H10N30/30;;H10N30/60;;H10N30/857;;H10N30/88,
