"#",Lens ID,Title,Applicants
212,196-158-410-519-082,POLYMER PROCESSING AIDS FOR LLDPE COMPOSITIONS,EQUISTAR CHEM LP
213,065-156-095-018-448,Paintable and bondable laminate,PREMIER MAT CONCEPTS LLC;;SIMONA PMC LLC
214,059-788-528-239-093,CATALYSTS COMPONENT AND PROCESS FOR THE PRODUCTION OF POLYPROPYLENE HAVING HIGH MELT FLOW RATE WITH HIGH ISOTACTICITY,"FORMOSA PLASTICS CORPORATION, U.S.A."
215,109-645-684-929-399,Method for preparing self-assembled nanoparticle releasing soluble microneedle structure,RESEARCH & BUSINESS FOUNDATION SUNGKYUNKWAN UNIV
216,010-741-951-733-797,CATALYSTS COMPONENT AND PROCESS FOR THE PRODUCTION OF POLYPROPYLENE HAVING HIGH MELT FLOW RATE WITH HIGH ISOTACTICITY,"Formosa Plastics Corporation, U.S.A."
217,198-699-095-653-218,BICOLOR GROUND COVER,ORTIZ CALDERON EMMANUEL ABRAHAM
218,141-239-000-983-674,Web of bags with guide and bags of different materials,SCHUR TECH;;SCHUR TECH AS
219,173-352-114-815-279,Pouch Film Laminate Body and Battery Case Manufactured Using the Same,LG ENERGY SOLUTION LTD
220,014-662-420-024-377,"HOT MELT ADHESIVE FOR EDGE PROTECTION OF ELECTRODE SHEETS, PREPARATION METHOD THEREFOR, AND PROTECTION METHOD THEREOF",STEADYCHEM SHANGHAI CO LTD;;STEADY NEW MAT SUZHOU CO LTD
221,080-040-697-563-418,INFUSION BAG,FRESENIUS KABI DEUTSCHLAND GMBH
222,049-842-586-690-984,Automotive part,SABIC GLOBAL TECHNOLOGIES BV
223,171-701-032-717-86X,"POLYOLEFIN-BASED FILM, LAMINATED BODY, PACKING MATERIAL, AND PACKED BODY",TORAY INDUSTRIES
224,145-178-101-223-219,POLYMER PROCESSING AIDS FOR LLDPE COMPOSITIONS,EQUISTAR CHEM LP
225,157-960-589-091-568,PERSONAL HUMIDOR,MANSOUR REMON
226,171-047-034-183-036,FLOOR PANEL FOR FORMING A FLOOR COVERING,UNILIN BV
227,187-683-849-056-677,FLUORINE-FREE AND SILICONE-FREE POLYMER PROCESSING AIDS,INGENIA POLYMERS INT S A
228,027-619-724-318-84X,CLAY SWELLING INHIBITOR COMPOSITIONS AND METHODS OF USING SAME,University of Louisiana at Lafayette
229,114-968-394-514-07X,SUPPRESSING CROSSOVER IN NON-AQUEOUS REDOX FLOW BATTERIES WITH POLYETHYLENE-BASED ANION EXCHANGE MEMBRANES,MINTEER SHELLEY;;RHODES ZAYN K;;MILAM ADAM;;CARROLL EMILY;;COATES GEOFFREY W;;PELTIER CHEYENNE R;;MACBETH ALEXANDRA J;;UNIV UTAH RES FOUND
230,106-024-693-726-971,Laser-writable marking label,PHOENIX CONTACT GMBH & CO
231,102-981-686-730-285,SHOCK PAD FOR SYNTHETIC TURF AND METHODS OF MAKING SAME,SHAW IND GROUP INC
232,093-979-217-491-798,LAYERED STRUCTURE AND USE THEREOF,PRIME POLYMER CO LTD;;SIKA TECH AG
233,173-316-428-413-944,Refillable roll-on material container and method of use thereof,BRASKEM SA
234,053-120-678-275-809,RELEASING PRIMER COMPOSITION AND LAMINATE,SAKATA INX CORP
235,078-082-501-450-483,RECYCLABLE POLYMER FILMS AND COMPOSITIONS,BOREALIS AG
236,152-987-026-050-488,CONTAINER COMPRISING A LISDEXAMFETAMINE CONTAINING ORAL SOLUTION,LABOMED PHARMACEUTICAL COMPANY S.A.
237,116-626-470-387-547,Propylene-based resin composition and film for heat sealing,TOYO SEIKAN GROUP HOLDINGS LTD
238,018-154-228-332-235,BICOMPONENT FIBER,SABIC GLOBAL TECHNOLOGIES BV
239,107-735-394-553-609,Twisted wire and cable including the same,YAZAKI CORP
240,174-738-962-876-064,ACOUSTIC DAMPING APPARATUS FOR AN INTAKE CONDUIT OF A SUPER-CHARGED INTERNAL COMBUSTION ENGINE,NOVARES FRANCE
241,156-207-672-282-465,"Microporous membranes, battery separators, batteries, and devices having the same",CELGARD LLC
242,101-207-521-664-401,ELECTROCHEMICAL DEVICE AND ELECTRONIC DEVICE,NINGDE AMPEREX TECHNOLOGY LTD
243,072-772-398-177-860,LAUNDRY MACHINE WITH BOTTOM BALANCE RING ASSEMBLY,HAIER US APPLIANCE SOLUTIONS INC
244,024-611-124-433-478,Polymer-modified asphalt with wax additive,GREENMANTRA RECYCLING TECH LTD
245,097-849-874-732-360,Method and device for producing uniform films on moving substrates and films produced in this way,FRAUNHOFER GES FORSCHUNG
246,172-615-357-811-892,Recyclable polymer films and compositions,BOREALIS AG
247,062-809-118-488-730,ORGANO-SELENIUM COMPOUNDS THAT CONFER ANTIMICROBIAL PROPERTIES AND CAN ATTACH TO CELLULOSE-BASED FIBERS AND TEXTILES,TEXAS TECH UNIV SYSTEM
248,133-570-859-027-757,Device for applying a cosmetic product stick,ALBEA SERVICES
249,123-988-297-692-303,FLUORINE-FREE AND SILICONE-FREE POLYMER PROCESSING AIDS,INGENIA POLYMERS INT S A
250,071-998-535-894-504,POLY(VINYL ESTER) POLYMER PROCESSING AIDS FOR POLYOLEFINS,INGENIA POLYMERS INT S A
251,015-289-220-292-207,MELT PROCESSIBLE COMPOSITIONS COMPRISING A NONFLUORINATED POLYMER PROCESSING ADDITIVE AND METHODS OF USE,3M INNOVATIVE PROPERTIES COMPANY
252,157-307-447-013-79X,Resilient flooring product and methods of making same,COLUMBIA INSURANCE CO
253,093-899-849-060-021,INSULATED PIPE,UPONOR INNOVATION AB
254,067-220-961-686-845,METHOD FOR PREPARING A COMPOSITE CONSTRUCTION MATERIAL,UNIV HONG KONG SCIENCE & TECH
255,177-221-738-033-027,Personal care compositions and methods for using such compositions,SPECIALTY OPERATIONS FRANCE
256,045-444-582-301-372,CURRENT COLLECTOR APPARATUS,UNIV MICHIGAN STATE
257,009-315-049-615-641,POLY(VINYL ESTER) POLYMER PROCESSING AIDS FOR POLYOLEFINS,INGENIA POLYMERS INT S A
258,084-745-379-707-637,MULTI-LAYERED SELF-SUPPORTING 3D SHAPED TRIM PART INCLUDING AT LEAST ONE FUNCTIONAL ELEMENT AND ITS PROCESS OF MANUFACTURING,SMRC AUTOMOTIVE HOLDINGS NETHERLANDS BV;;MOTHERSON INNOVATIONS CO LTD
259,105-553-765-109-065,"PROCESS FOR THE MAKING OF POLYPROPYLENE, MEMBRANE USED IN THE PROCESS AND PROCESS OF MANUFACTURE OF THE MEMBRANE",UNISIEVE LTD
260,093-384-616-372-398,"DUCTILE MATERIAL, METHOD FOR MANUFACTURING DUCTILE MEMBER, AND ANTI-COLLISION DEVICE FOR BRIDGE PIERS","SHANDONG UNIVERSITY;;SHANDONG TRAFFIC ENGINEERING SUPERVISION CONSULTING CO., LTD."
261,190-815-613-090-289,METHODS AND COMPOSITIONS FOR SORTING OBJECTS HAVING FUNCTIONALIZED COATINGS,MAGNOMER INC
262,123-287-931-711-064,NON-POROUS SEPARATOR AND USE THEREOF,DKJ NEW ENERGY S&T CO LTD
263,077-682-431-560-03X,"FIBER REINFORCED COMPOSITE MATERIALS, ARTICLES AND RELATED METHODS",GAMRA COMPOSITES INC
264,011-251-146-446-116,COMPOSITE ARTICLES INCLUDING SURFACE LAYERS THAT PROVIDE ENHANCED FORMABILITY,HANWHA AZDEL INC
265,145-108-843-235-178,Male mold hook-and-loop fastener-equipped sheet having excellent quietness and method for manufacturing same,KURARAY FASTENING CO LTD
266,149-709-727-099-964,HYBRIDE SUPPORTED METALLOCENE CATALYST AND METHOD FOR PREPARING POLYPROPYLENE USING THE SAME,주식회사 엘지화학
267,146-519-624-684-961,PALLET ASSEMBLY AND COMPONENTS THEREOF UTILIZING RECYCLED MATERIALS,"Green Eagle USA, LLC"
268,037-379-907-709-619,READY-TO-USE KETAMINE PREMIX FORMULATION,INFORLIFE SA
269,040-511-674-642-495,PROSTHETIC POROUS KNIT,SOFRADIM PRODUCTION
270,083-925-916-727-097,SUPPORT BEAM FOR A REFRIGERATOR,ILLINOIS TOOL WORKS
271,027-361-329-732-324,"POLYPROPYLENE GRAFT POLYMER, THERMOPLASTIC RESIN COMPOSITION AND MOLDED ARTICLE THEREOF",TECHNO UMG CO LTD
272,035-261-251-158-642,POLYOLEFIN COMPOSITION COMPRISING HETEROPHASIC POLYPROPYLENE POLYMERS AND RECYCLED PLASTIC MATERIALS,BOREALIS AG
273,018-900-228-868-859,A PROCESS FOR PREPARATION OF DISENTANGLED ULTRA-HIGH MOLECULAR WEIGHT ISOTACTIC POLYPROPYLENE,RELIANCE INDUSTRIES LTD
274,068-966-215-649-046,BIO-POLYPROPYLENE COMPOSITE RESIN COMPOSITION FOR IMPROVEMENT OF MECHANICAL PROPERTIES AND WHITENESS,EPOLYTECH
275,060-802-654-339-056,FABRIC AND HOME CARE COMPOSITION,PROCTER & GAMBLE
276,030-241-593-940-183,METHOD FOR MANUFACTURING POLYPROPYLENE-BASED RESIN FOAMED PARTICLE MOLDED ARTICLE,JSP CORP
277,171-839-112-014-699,CIRCULAR ECONOMY FOR PLASTIC WASTE TO POLYPROPYLENE VIA REFINERY FCC UNIT,CHEVRON USA INC
278,180-975-801-456-495,- A method for manufacturing glycidyl azide polymer-polypropylene glycol block copolymer,SAMYANG FINE CHEMICALS
279,176-764-857-007-125,Bendable flexible flat membrane module and method for manufacturing same,KIM CHANG YONG
280,105-385-988-659-988,PROPYLENE-BASED RESIN COMPOSITION AND HEAT-SEAL FILM,TOYO SEIKAN GROUP HOLDINGS LTD
281,184-940-067-198-051,POLYMER FIREARM RECEIVER,UNDERWOOD JAMES MATTHEW;;UNDERWOOD LARRY CULLEN
282,053-214-661-595-328,FUNCTIONAL ULTRATHIN BATTERY SEPARATOR AND METHOD FOR FABRICATING THE SAME,Zhaoyang FAN
283,036-385-145-445-905,RECYCLABLE PACKAGING FILM WITH DIMENSIONAL STABILITY,AMCOR FLEXIBLES NORTH AMERICA INC
284,100-428-084-338-239,FABRIC AND HOME CARE COMPOSITION,PROCTER & GAMBLE
285,087-316-893-301-668,NUCLEOPHILIC AROMATIC SUBSTITUTION IN AN AQUEOUS MEDIUM IN THE PRESENCE OF A POLOXAMER,LONZA BEND INC.;;LONZA LTD
286,043-125-393-094-430,DURABLE DISPENSING CONTAINERS,PROCTER & GAMBLE
287,071-960-747-282-717,TRANSPARENT DUAL TRANSMISSION RESISTANT HIGH BARRIER FILM AND PACKAGING LAMINATE USING THE SAME,FLAIR FLEXIBLE PACKAGING CORP
288,179-153-183-010-593,Fiber sheet and method for producing same,KAO CORP
289,067-178-907-382-385,PRINTING PLATFORM FOR EXTRUSION ADDITIVE MANUFACTURING,BASELL POLYOLEFINE GMBH;;UNIV FREIBURG ALBERT LUDWIGS
290,057-045-172-883-725,TRANSPORT AND STORAGE CONTAINER,VKV HORAK S R O
291,166-578-140-427-366,ELECTROCHEMICAL DEVICE AND ELECTRONIC DEVICE,NINGDE AMPEREX TECHNOLOGY LTD
292,026-504-449-742-593,Highly reinforced ionomer membranes for high selectivity and high strength,W L GORE & ASS INC;;W L GORE & ASS G K
293,129-569-954-018-792,NONAQUEOUS SECONDARY BATTERY,ASAHI CHEMICAL IND
294,158-000-395-820-943,Continuous feed of antistatic agent for gas phase polymerization process,BRASKEM SA
295,137-350-475-537-417,RANDOM SHEET MANUFACTURING METHOD,MITSUI CHEMICALS INC
296,033-407-721-424-623,LOW FRICTION SLIDE SYSTEM,INTER IKEA SYS BV
297,118-892-328-635-364,DURABLE DISPENSING CONTAINERS,PROCTER & GAMBLE
298,092-805-723-522-618,"LAYER, AUTOMOBILE INTERIOR MEMBER, AND METHOD FOR PRODUCING AUTOMOBILE INTERIOR MEMBER",INOAC TECHNICAL CENTER CO LTD
299,187-298-398-242-196,RECYCLABLE HIGH BARRIER PAPER-BASED COMPOSITE PACKAGING STRUCTURES,PROAMPAC HOLDINGS INC
300,032-952-371-693-520,HOT-MELT ADHESIVE COMPOSITIONS COMPRISING NON-VIRGIN POLYMERIC MATERIAL,IFS IND INC
301,177-972-677-717-560,HIGH DENSITY OPTICAL CABLES,PRYSMIAN SPA
302,057-004-006-556-12X,RECYCLABLE HIGH BARRIER PAPER-BASED COMPOSITE PACKAGING STRUCTURES,PROAMPAC HOLDINGS INC
303,154-710-408-719-707,CATALYSTS FOR OLEFIN POLYMERIZATION,BOREALIS AG
304,138-414-445-213-979,"Cartridge, pouch and method of manufacture of pouch for use with apparatus for heating smokable material",SUTTON JOSEPH;;WOODCOCK DOMINIC;;SEYMOUR DARREN;;VALLABH HITESH;;LITTEN NEIL;;SINGH HARPAL;;BITAR AHMAD;;RUSSELL DAVID;;NICOVENTURES TRADING LTD
305,118-873-415-069-889,Multi-layered Sorbent Structure and a Method for Enhancing Oil Uptake Performance thereof,KING FAISAL UNIVERSITY
306,163-415-398-241-563,"CAUSTIC SCRUBBING SOLUTION FOR REMOVAL OF HYDROGEN SULFIDE, ACID GAS, AND CARBON DIOXIDE FROM NATURAL GAS AND METHODS FOR SAME",RIPCORD ENERGY SOLUTIONS LLC
307,160-499-770-436-474,"ADHESIVE FILM, METAL TERMINAL USING SAME, AND SECONDARY BATTERY",FUJIMORI KOGYO CO
308,082-497-808-114-344,ALGAE RESISTANT POLYMER-BASED GRANULES FOR ASPHALT SHINGLES,OWENS CORNING INTELLECTUAL CAPITAL LLC
309,136-090-119-328-083,COMPOSITE TWISTED ELONGATE ELEMENT AND METHOD OF MAKING SUCH ELEMENT,DON & LOW LTD
310,030-951-648-529-516,CATALYSTS FOR OLEFIN POLYMERIZATION,BOREALIS AG
311,119-735-553-620-502,METHOD FOR COATING FILTER MEDIA AND FILTER MEDIA OBTAINED THEREFROM,DELTRIAN INT SA
312,059-440-975-978-165,METHOD FOR MANUFACTURING AN EXPANDED CELLULAR PLASTIC PRODUCT AND USE OF PENTANE IN THE MANUFACTURE OF A CELLULAR PLASTIC PRODUCT,FF FUTURE OY
313,029-159-986-288-386,"COMPOSITE CURRENT COLLECTOR AND PREPARATION METHOD THEREFOR, AND ELECTRODE PLATE AND SECONDARY BATTERY",JIANGYIN NANOPORE INNOVATIVE MATERIALS TECH LTD
314,046-202-641-796-657,FLEXIBLE FLUID-COOLING HEAT DISSIPATION UNIT,HUAWEI TECH CO LTD
315,166-413-962-304-271,PEELABLE SEALANT FILM AND PACKAGING,AMCOR FLEXIBLES NORTH AMERICA INC
316,050-091-654-721-617,"FOAMED ELECTRIC WIRE, COMMUNICATION CABLE, AND METHOD OF MANUFACTURING THE SAME",YAZAKI CORP
317,100-184-460-269-823,MOP HANDLE WITH GRIP,CONCEPT MFG INC
318,059-410-939-788-332,Pet grooming restraining device,RATLIFF TROY
319,006-840-716-466-501,"Compatibilizer precursor, methods, systems, and uses thereof, and formulations including the same",BMIC LLC
320,018-413-794-625-634,POLYMERIZABLE COMPOSITION FOR OPTICAL ARTICLE AND OPTICAL ARTICLE,HOYA LENS THAILAND LTD
321,080-674-003-933-942,Nanostructured materials for battery,ONED MAT INC
322,110-877-856-202-953,RADIAL EDGE DISC FILTER,AGARWAL NIKHIL
323,138-819-606-612-846,"VITRIMERS, METHODS FOR THEIR PRODUCTION, AND USES THEREOF FOR COMPATIBILIZATION OF POLYMER BLENDS",SHENKAR COLLEGE OF ENG AND DESIGN
324,052-648-762-612-360,FLEXIBLE LIQUID COOLING HEAT DISSIPATION UNIT,HUAWEI TECH CO LTD
325,096-126-468-100-960,CONVERSION OF POLYMERS IN MIXTURES OF ORGANIC COMPOUNDS AT SUPERCRITICAL CONDITIONS,BASF CORP;;BATTELLE MEMORIAL INST PACIFIC NORTHWEST DIVISION
326,066-204-761-890-394,SINGLE-POLYMER DISPENSER FOR VISCOUS FLUIDS AND OILS,RIEKE PACKAGING SYSTEMS LTD
327,145-428-336-691-155,BIOSENSOR FOR THE IN VIVO MONITORING OF ELECTROLYTES,PROTON INTELLIGENCE INC;;DERVISEVIC ESMA;;ROSHNI RITA;;DEVENDRAN CITSABEHSAN;;CARTHEW JAMES;;WANG KAIXUAN;;CADARSO BUSTO VICTOR JAVIER;;VALSAMIS JEAN BAPTISTE;;RANAMUKHAARACHCHI SAHAN
328,022-544-768-608-317,INSULATING RESIN COMPOSITION FOR ELECTRIC POWER CABLE AND ELECTRIC POWER CABLE,FURUKAWA ELECTRIC CO LTD
329,198-063-263-108-427,COMPOSITES FORMED USING LEWIS-ACID POLYMERIZED POLYOLS AND METHODS OF PREPARING SAME,DOW GLOBAL TECHNOLOGIES LLC;;DHYANI ABHISHEK;;KAGA AN NGUYEN;;WILLUMSTAD THOMAS;;SUZUKI MASAYUKI;;YUN WANG;;HAN HONGJIE;;GANG SUN;;BAGGIO ENRICO;;DIENA PAOLO;;KEATON RICHARD;;BRAMANTE GUIDO
330,083-525-770-076-793,Cost-effective bulk glass reinforced composite columns,UNIV SOUTH FLORIDA
331,147-582-092-514-192,Method for laminating a tufted good with a film to achieve tuft lock,BEARDEN JOHN H
332,004-601-984-682-840,REINFORCED RECYCLABLE FLEXIBLE HOSE,FITT SPA
333,186-263-806-204-353,COMPOSITES FORMED USING LEWIS-ACID POLYMERIZED POLYOLS AND METHODS OF PREPARING SAME,DOW GLOBAL TECHNOLOGIES LLC;;SUZUKI MASAYUKI;;YUN WANG;;HAN HONGJIE;;GANG SUN;;KAGA AN NGUYEN;;BAGGIO ENRICO;;DIENA PAOLO;;KEATON RICHARD
334,188-161-730-853-60X,Inter-Module Busbar Capable of Delaying Thermal Runaway Propagation and Battery Pack Including the Same,LG ENERGY SOLUTION LTD
335,167-778-871-156-259,SUPPORTED CATALYST FOR PROPYLENE POLYMERIZATION AND METHOD FOR PREPARING POLYPROPYLENE RESIN USING THE SAME,롯데케미칼 주식회사
336,076-095-448-391-09X,CHILD RESTRAINT SYSTEM,GRACO CHILDRENS PRODUCTS INC
337,048-894-659-081-628,SURFACE CRACK FILLER COMPOUND,LOGICAL RESOURCE INC
338,159-387-492-809-426,Homo polypropylene resin composition with excellent rigidity and stretchability and manufacturing method thereof,고려대학교 산학협력단;;에쓰대시오일 주식회사
339,165-396-391-281-169,METHOD OF MANUFACTURING OF BUILDING STRUCTURES AND BUILDINGS BY ADDITIVE PRODUCTION USING COMPOSITE MATERIAL BASED ON POLYMER,HONAR VASYL VASYLOVYCH;;BADYDA IHOR VASYLOVYCH;;SAVCHENKO BOHDAN MYKHAILOVYCH
340,051-651-336-467-122,"EXPANSION TAPE FOR BATTERY PACKAGING, PREPARATION METHOD AND APPLICATION THEREOF, SECONDARY BATTERY, AND ELECTRIC APPARATUS",CONTEMPORARY AMPEREX TECHNOLOGY HONG KONG LTD
341,183-599-734-841-352,TRANSITION METAL COMPOUND CATALYST COMPOSITION AND METHOD FOR PREPARING POLYPROPYLENE USING THE SAME,주식회사 엘지화학
342,006-931-697-377-362,Non-refillable dosing capillary insert,WEENER PLASTICS GROUP B V
343,132-689-027-349-157,DUAL-SCALE TOUGHENED CEMENT-BASED COMPOSITE MATERIAL AND USE THEREOF,UNIV QINGDAO TECHNOLOGY
344,117-670-824-799-78X,TRANSITION METAL COMPOUND CATALYST COMPOSITION AND METHOD FOR PREPARING POLYPROPYLENE USING THE SAME,LG CHEMICAL LTD
345,153-747-669-416-010,UNDERBODY SHIELDS AND OTHER ARTICLES WITH LAMINATED FIBER REINFORCEMENT,HANWHA AZDEL INC
346,032-776-670-192-419,MULTI-LAYER METALLIZED PAPER-BASED PACKAGING MATERIAL,SOC DES PRODUITS NESTLE S A
347,103-895-033-343-152,POLYETHYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES B.V.
348,169-336-327-037-058,Sponge With Crumb Catching Tray,DESANCTIS JEANNE
349,149-638-226-960-685,"Cover Element in Sandwich Design having a Fusible Intermediate Layer for a Battery Housing, Battery Housing and Motor Vehicle",AUDI AG;;ELRINGKLINGER AG
350,133-738-265-240-637,WEARABLE FRAGRANCE DISPENSING DEVICES,STRASSBURGER DANIEL J;;CIARALDI CHRIS
351,110-405-893-482-16X,PROCESS FOR IMPROVING STORAGE STABILITY OF LIQUID COATING COMPOSITION,GUANGDONG HUARUN PAINTS CO LTD
352,071-856-243-899-377,OXIDATION PROTECTED SEPARATOR,DARAMIC LLC
353,091-468-759-861-688,Oral care compositions and methods for the same,COLGATE PALMOLIVE CO
354,163-727-806-197-577,SEPARATOR FOR SECONDARY BATTERY AND LITHIUM SECONDARY BATTERY COMPRISING THE SAME,SK ON CO LTD
355,071-515-597-214-632,Photochromic thermal insulation fiber and manufacturing method thereof,TAIWAN TEXTILE RESEARCH INSTITUTE
356,075-279-769-439-314,Pulp container with fused junction and method of making same,LGAB LLC
357,077-880-536-105-516,ELECTROMAGNETIC WAVE SHIELDING MOLDED ARTICLE,DAICEL MIRAIZU LTD
358,041-683-955-485-243,Knitted net for round balers,NOVATEX ITALIA S P A
359,151-943-226-872-493,Polyfluoroalkyl substance free caps,INTEGRATED LINER TECH INC
360,121-037-638-818-431,Sealing device with a weldable fiber-based layer,SIKA TECH AG
361,099-843-106-557-50X,"Woven plastic bags with features that reduce leakage, breakage, and infestations",Polytex Fibers LLC
362,124-821-932-898-207,REINFORCED-ELASTOMER ARTICLE WITH MICROPOROUS POLYMERIC FILM,GATES CORPORATION
363,032-214-829-113-539,Filet Table Device,William Helms
364,139-096-267-226-106,"Thin-Film Reference Electrodes, Electrochemical Devices Including Thin-Film Reference Electrodes, And Methods Of Making Thin-Film Reference Electrodes",GM GLOBAL TECH OPERATIONS LLC
365,066-188-123-910-939,ELECTROCHROMIC VARIABLE-TRANSMITTANCE GLASS AND PREPARATION METHOD,FURCIFER INC
366,102-438-147-819-673,PADDLE TECHNOLOGY,CRBN PICKLEBALL LLC
367,089-544-928-005-12X,SECURITY ELEMENT,HUECK FOLIEN GMBH
368,100-311-932-911-722,"FIBER REINFORCED HOSES, COMPOSITE MATERIALS AND ARTICLES, AND RELATED METHODS",GAMRA COMPOSITES INC
369,188-884-278-926-452,METHOD OF MANUFACTURING A CATALYST-COATED THREE-DIMENSIONALLY STRUCTURED ELECTRODE,NANO CATS GMBH
370,185-223-238-749-626,LITHIUM-COATED ANODE PARTICLES AND METHODS OF PRODUCING THE SAME,NANOXPLORE INC
371,174-025-211-321-463,"ION EXCHANGE MEMBRANE, POLYOLEFIN-BASED POROUS MEMBRANE, MEMBRANE ELECTRODE ASSEMBLY, WATER ELECTROLYSIS DEVICE, AND METHOD FOR PRODUCING POLYOLEFIN-BASED POROUS MEMBRANE",TOKUYAMA CORP
372,078-242-439-626-141,Thermoplastic Elastomers of High Vinyl Block Copolymer Compositions,DYNASOL ELASTOMEROS SA DE CV
373,174-530-673-906-279,Polarizing plate laminate and method for preparing same,LG CHEMICAL LTD
374,196-015-739-425-024,Rearfoot Realignment and Stabilization Plate,James Mark Bruyn
375,198-939-117-982-726,RADIATION SHIELDING,COSMIC SHIELDING CORP;;SIHVER LEMBIT;;BARGHOUTY FAKHRI YANNI
376,013-037-459-191-594,POLYMER RECYCLATE BLENDS,EQUISTAR CHEM LP
377,087-118-946-254-985,SECONDARY BATTERY AND DEVICE INCLUDING SAME,LG ENERGY SOLUTION LTD
378,136-903-836-545-49X,HIGHLY RECYCLABLE BEVERAGE PODS AND METHOD OF MANUFACTURE,CAMBIO ROASTERS LLC
379,069-335-220-540-630,METHOD OF MAKING AN INSULATION MATERIAL AND AN INSULATED MAILER,MP GLOBAL PRODUCTS LLC
380,018-143-815-898-635,FREEZE-DRYING TRAY,KOEGEL JUERGEN
381,042-744-660-256-219,Cooling lubricant for cold rolling aluminum,DRAESE STEPHAN;;GRAF THOMAS;;SEIFERTH OLIVER;;SCHMITZ VOLKER;;SPEIRA GMBH
382,072-314-920-009-15X,AQUEOUS POLYSULFIDE-BASED ELECTROCHEMICAL CELL,FORM ENERGY INC
383,092-932-072-243-560,INSULATING CONTAINER FOR TAKEAWAY PIZZA,VERRANDO MIRCO
384,093-094-155-394-985,ENDOSCOPE WITH WIRE PIPES FOR GUIDING STEERING WIRES,AMBU AS
385,172-942-579-604-061,Adhesion Materials and Methods of Manufacture,BESTHEALTH4U UNIPESSOAL LDA
386,044-053-465-436-417,PATCH,"HISAMITSU PHARMACEUTICAL CO., INC."
387,099-864-866-598-155,A self-supporting shape-flexible nanofibrous membrane and a method of its manufacture,UNIVERZITA JANA EVANGELISTY PURKYNE V USTI NAD LABEM;;VS CHEMICKO TECHNOLOGICKA V PRAZE
388,115-332-865-721-239,THERMOPLASTIC RESIN COMPOSITION,LG CHEMICAL LTD
389,012-084-797-735-57X,GLASS FIBER FILLED FLAME RETARDANT PROPYLENE COMPOSITION,SABIC GLOBAL TECHNOLOGIES BV
390,086-270-161-022-72X,DYNAMIC CABLES WITH THERMOPLASTIC SHEATH REINFORCED BY WOUND FIBRES,NEXANS
391,142-012-445-842-831,ASPHALT SHINGLE WASTE-FILLED POLYMER-MODIFIED ASPHALT COATINGS AND RELATED SYSTEMS AND RELATED METHODS,BMRC LLC
392,000-147-340-079-066,ELECTROCHEMICAL DEVICE AND ELECTRONIC DEVICE,NINGDE AMPEREX TECHNOLOGY LTD
393,007-077-732-007-559,Multifunctional film,SAINT GOBAIN PERFORMANCE PLASTICS CORP
394,089-601-436-556-628,DECORATIVE FILM,AKZENTA PANEELE PROFILE GMBH
395,092-895-779-872-328,METAL COMPLEXED CYANURATE GERMICIDAL ADDITIVE FOR POLYMER COMPOSITIONS,SABIC GLOBAL TECHNOLOGIES BV
396,107-946-083-190-951,MULTI-USE CLEANING TOWEL WITH IMPROVED QUAT EFFICACY,KCOOPER BRANDS INC
397,037-815-430-896-717,PIPE WITH AN OUTER WRAP,ADVANCED DRAINAGE SYST
398,069-836-188-490-762,PIEZOELECTRIC SENSOR,UNIV EAST CHINA SCIENCE & TECH;;UNIV NINGBO
399,169-871-877-575-445,Pouch for secondary battery and pouch type secondary battery,LG CHEMICAL LTD;;LG ENERGY SOLUTION LTD
400,052-494-821-467-361,Battery Cell with Chamfered Protective Tape,LG ENERGY SOLUTION LTD
401,046-277-111-024-373,HYDROPHILIC MODIFIED POLYMER MEMBRANE AND FABRICATION METHOD THEREFOR,NAT UNIV PUKYONG IND UNIV COOP FOUND
402,034-537-882-323-497,METHODS AND COATED PRODUCTS TO REDUCE OPTICAL DISTORTION IN AUTOMOTIVE GLAZINGS,VITRO AUTOMOTIVE HOLDINGS CORP
